review_id,tanggal,review,clean_text,nama_produk,variasi_produk,link_gambar,file_gambar,rating,sentiment,sentiment_numeric
AG000447,2025-03-08,mantuull,mantuull,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Hitam - XL ( LD 110-130Cm ),Tidak ada gambar,AG000447.jpg,5,Positive,1.0
C000033,2025-03-14,Bagus suami saya suka,bagus suami suka,COZYCLUB Long Sleeve Linen Shirt | Kemeja Pria Kerah Lengan Panjang Baju Dark Grey Beige,Varian: Coffee - XXL,Tidak ada gambar,C000033.jpg,5,Positive,1.0
AG000019,2025-03-01,Jahitannya ga bnr bolong bahunya,jahit bnr bolong bahu,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Putih - XXL ( 120-140Cm ),Tidak ada gambar,AG000019.jpg,2,Negative,0.0
AE000291,2024-01-01,Ukurannya pas Tinggi badan 160 - 170 cm Berat badan 71 - 80 kg,ukur pas badan berat badan,Aerostreet Chinos Panjang Elvano Khaki Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AE000291.jpg,5,Positive,1.0
AA000498,2024-04-01,"siiip daaah, mantan bahannya, meskipun pengoriman lama. Ukurannya kebesaran, namun puas dengan kualitas bahan. tinggal perbaikan supaya pas dengan ukuran yang diinginkan",siiip daaah mantan bahan pengoriman ukur besar puas kualitas bahan tinggal baik pas ukur,Aerostreet Chinos Panjang Elvano Hitam Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AA000498.jpg,5,Positive,1.0
V000040,2025-03-08,bagian tanganya kecil banget,tanganya banget,House of Smith Bomber Jacket Bomith Black #3 - Jaket Bomber Pria Hitam,Varian: L,Tidak ada gambar,V000040.jpg,2,Negative,0.0
AI000355,2025-02-22,Bagian lengan nya robek,lengan nya robek,KEMEJA/BLOUSE ALIKA RAYON PREMIUM LD 120 CM,Varian: KAVITA - 120,Tidak ada gambar,AI000355.jpg,1,Negative,0.0
AF000308,2024-01-01,"Ukurannya pas, bahan ok, semoga gak luntur",ukur pas bahan moga gak luntur,Aerostreet Chinos Panjang Elvano Hijau Army Celana Chino EAAAA,Varian: 32,Ada gambar,AF000308.jpg,5,Positive,1.0
L000439,2024-01-01,Oke,oke,CELANA PANJANG JEANS PRIA STRETCH,Varian: Bio Blict - 28,Tidak ada gambar,L000439.jpg,5,Positive,1.0
P000211,2025-02-01,Alhamdulillah paket dah datang dengan baik,alhamdulillah paket dah,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Sage soft - XL,Ada gambar,P000211.jpg,1,Negative,0.0
P000138,2025-03-08,Ngak sesuai harapan palsu,ngak sesuai harap palsu,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Abu Tua - XXL,Tidak ada gambar,P000138.jpg,2,Negative,0.0
AH000012,2024-11-01,Ok kemeja nya bgs2 ka,kemeja nya bgs,[1-100] Atasan Kemeja dan Blouse Santai Elegan - Nyaman,Varian: 05,Tidak ada gambar,AH000012.jpg,2,Negative,0.0
AD000271,2024-04-01,"Penjual menghubungi kalo produk abis dan ditukar warna lain saat pesanan sudah dikirimkan, pelayanan macam apa ini? Disuruh ajukan komplain saat pesanan sudah diterima, s...",jual hubung kalo produk abis tukar warna pesan kirim layan suruh aju komplain pesan terima,Aerostreet Chinos Panjang Elvano Abu Tua Celana Chino EAAAA,Varian: 32,Tidak ada gambar,AD000271.jpg,1,Negative,0.0
D000048,2024-01-01,Baju yg d kirim luntur 😏,baju kirim luntur,HSS - KEMEJA OVERSIZE POLOS BB 100Kg Atasan Wanita Jumbo,Varian: Coffe - Ld 140,Ada gambar,D000048.jpg,1,Negative,0.0
AZ000007,2025-03-15,Ke kecilan nunggu PO MH lama dtng MH kecil hadeuh,kecil nunggu dtng hadeuh,RANIA ONE SET-Setelan celana dan atasan katun toyobo anak usia 0-10 tahun,Varian: Rania Khaky - M,Tidak ada gambar,AZ000007.jpg,2,Negative,0.0
E000004,2025-01-01,Ini baju gk sesuai gambar lengannya bkn panjang tp selengangan saja bahan tipis,baju sesuai gambar lengan bkn lengang bahan tipis,Sweater XXXL Oversize Sweater Oblong Wanita Bigsize Atasan Crewneck Nyaman Bahan Fleece Sweatshirt Baju Basic Panjang Hoodie,Varian: Charcol,Ada gambar,E000004.jpg,1,Negative,0.0
D000007,2025-02-22,"Udah beli 4 kali grey,hitam,teracota,sama army semua bagus dan aku bakal beli lagi kalo sudah ada stok taupe😁😁",udah beli kali greyhitamteracotasama army bagus beli kalo stok taupe,HSS - KEMEJA OVERSIZE POLOS BB 100Kg Atasan Wanita Jumbo,Varian: Turkish - Ld 140,Tidak ada gambar,D000007.jpg,5,Positive,1.0
Q000092,2024-05-01,Ukurannya pas Tinggi badan 160 - 170 cm Berat badan 60 - 70 kg,ukur pas badan berat badan,Parayu - Jas Blazer Vali Jas Pria Formal Kancing Satu Slim Fit,Varian: Hitam - M,Ada gambar,Q000092.jpg,5,Positive,1.0
P000206,2025-03-13,Tak seperti di live,live,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Putih BW - XL,Tidak ada gambar,P000206.jpg,2,Negative,0.0
AE000253,2024-04-01,"keren parah celananyaaa, mana dpt cuma harga 70 rb an lgii wkwkwkw",keren parah celananyaaa dpt harga lgii wkwkwkw,Aerostreet Chinos Panjang Elvano Khaki Celana Chino EAAAA,Varian: 32,Tidak ada gambar,AE000253.jpg,5,Positive,1.0
E000064,2024-01-01,Lumayan tpi aku pesen nya L di kasih nya XXXL,lumayan tpi sen nya kasih nya xxxl,Sweater XXXL Oversize Sweater Oblong Wanita Bigsize Atasan Crewneck Nyaman Bahan Fleece Sweatshirt Baju Basic Panjang Hoodie,Varian: Denim,Tidak ada gambar,E000064.jpg,2,Negative,0.0
C000232,2025-03-10,ada jaitan yg kurang pas di sakunya,jaitan pas saku,COZYCLUB Long Sleeve Linen Shirt | Kemeja Pria Kerah Lengan Panjang Baju Dark Grey Beige,Varian: Black - M,Tidak ada gambar,C000232.jpg,4,Positive,1.0
N000459,2025-03-08,Bagus,bagus,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Hitam - All Size,Tidak ada gambar,N000459.jpg,5,Positive,1.0
AC000221,2024-06-01,Ukurannya pas,ukur pas,Aerostreet Chinos Panjang Elvano Navy Celana Chino EAAAA,Varian: 32,Tidak ada gambar,AC000221.jpg,5,Positive,1.0
AV000062,2025-02-01,Bel UK l dikirim xl ya jelas kebesaran bngt🙃udh nnyain sama admin gaada respon,bel kirim besar bngtudh nnyain admin gaada respon,Motif Best seller Atasan kemeja anak bahan katun flanel untuk usia 3-10 tahun lengan panjang motif kotak tartan fashion kids Fashion Baju anak anak,Varian: Best 06 - L 4-5 tahun,Ada gambar,AV000062.jpg,2,Negative,0.0
AK000024,2025-02-22,Bagus si cuman saya pesen XL datang nya L,bagus cuman sen nya,(PART 1) Square Neck Short Sleeve Shirt Blouse #2900,Varian: Hitam - XL,Tidak ada gambar,AK000024.jpg,2,Negative,0.0
AS000011,2024-12-01,"ka sya pesenya bronze knp marun gk sukaaaaa ,tolong donk ka yg amanah jangan seadanya d kirim ,klo bisa tuker yah",sya pese bronze knp marun sukaaaaa tolong donk amanah ada kirim klo tuker yah,Kayla Tunik Jaring Rajut Outer Dress Rajut Wanita,Varian: BRONZE,Ada gambar,AS000011.jpg,1,Negative,0.0
C000034,2025-02-15,Jelek bahanya,jelek bahanya,COZYCLUB Long Sleeve Linen Shirt | Kemeja Pria Kerah Lengan Panjang Baju Dark Grey Beige,Varian: Grey Blue - M,Tidak ada gambar,C000034.jpg,1,Negative,0.0
H000020,2025-03-14,Mantul bgt,mantul bgt,Cessie Blouse Wanita Airflow Atasan Crinkle Baju Big Size,Varian: Lemon - Size Jumbo,Tidak ada gambar,H000020.jpg,5,Positive,1.0
N000447,2025-03-08,Baru dateng paketnya.bagus adem bahannya keren lah pokoknya,dateng paketnyabagus adem bahan keren pokok,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Jotol/tosca - All Size,Tidak ada gambar,N000447.jpg,5,Positive,1.0
E000062,2024-01-01,Rugi bnget uang aku ga sesuai banget aku kmren pesannya L kok yg datang xxxl sih😤😤😤😤,rugi bnget uang sesuai banget kmren pesan xxxl sih,Sweater XXXL Oversize Sweater Oblong Wanita Bigsize Atasan Crewneck Nyaman Bahan Fleece Sweatshirt Baju Basic Panjang Hoodie,Varian: Hitam,Ada gambar,E000062.jpg,1,Negative,0.0
L000268,2024-01-01,Mantap sesuai pesanan min.. Terima kasih,mantap sesuai pesan min terima kasih,CELANA PANJANG JEANS PRIA STRETCH,Varian: Bio Blict - 40,Tidak ada gambar,L000268.jpg,5,Positive,1.0
AB000286,2024-04-01,Ukurannya pas Tinggi badan < 160 cm Berat badan < 60 kg,ukur pas badan berat badan,Aerostreet Chinos Panjang Elvano Krem Celana Chino EAAAA,Varian: 28,Ada gambar,AB000286.jpg,5,Positive,1.0
P000135,2025-03-08,"Nyesel banget CO langsung 2,baca ulasannya bagus2 ternyata bahannya tipis banget.
Kayak kain furing😔",nyesel banget langsung baca ulas bagus bahan tipis banget kayak kain furing,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Hitam - L,Ada gambar,P000135.jpg,1,Negative,0.0
AG000342,2025-03-08,Kak yang bawah kok nggak dijahit ya.saya kecewa,kak nggak jahit yasaya kecewa,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Dusty Pink - XXL ( 120-140Cm ),Tidak ada gambar,AG000342.jpg,1,Negative,0.0
P000151,2025-03-01,"Kualitas produk: D,liat dari gmbarnya bagus bajunya bgtu dtng tipis bnggt suamiku gc suka snggt2 kecewa",kualitas produk dliat gmbarnya bagus baju bgtu dtng tipis bnggt suami suka snggt kecewa,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Milo - L,Tidak ada gambar,P000151.jpg,1,Negative,0.0
AD000249,2024-05-01,Ukurannya pas Tinggi badan 171 - 180 cm Berat badan > 80 kg,ukur pas badan berat badan,Aerostreet Chinos Panjang Elvano Abu Tua Celana Chino EAAAA,Varian: 36,Tidak ada gambar,AD000249.jpg,5,Positive,1.0
AO000038,2025-02-22,"jelek bahan nya tipis banget, mana nerawang banget😭😭😭gak tau itu supaya gak nerawang harus gmn😭",jelek bahan nya tipis banget nerawang bangetgak tau gak nerawang gmn,QOME - DRESS BAHAN CERUTI / DRESS NAOMI / DRESS KONDANGAN /DRESS PESTA / DRESS FORMAL Mewah,Varian: putih - L (LD 110),Tidak ada gambar,AO000038.jpg,1,Negative,0.0
M000042,2024-04-01,"Kualitas jelekk sekaliiiiiii
Warna yang dikirim tidak sesuai
Mengecewakan sekali jangan mau belik disini",kualitas jelekk sekaliiiiiii warna kirim sesuai kecewa belik,4 Pcs 100 Ribu | Kaos Pocket Saku MBN Pria Wanita | Kaos Polos | Kaos Lengan Pendek Santai,Varian: 4 PCS TULIS DI PESAN OPSIONAL - L,Tidak ada gambar,M000042.jpg,1,Negative,0.0
J000013,2025-01-01,"Pernah beli di offline store, bahannya bagus, yang skrg beli online, bahannya aneh, tipis dan ga halus",beli offline store bahan bagus skrg beli online bahan aneh tipis halus,Kaos Polos New States Apparel 5400 Heavy Cotton T-shirt,Varian: Black - L,Tidak ada gambar,J000013.jpg,4,Positive,1.0
AZ000021,2025-03-13,Udah PO lama ..barang pas Dateng kepala nya nga masuk hadeh 🤦,udah barang pas dateng kepala nya nga masuk hadeh,RANIA ONE SET-Setelan celana dan atasan katun toyobo anak usia 0-10 tahun,Varian: Rania Khaky - XXL,Ada gambar,AZ000021.jpg,1,Negative,0.0
AU000012,2025-03-08,"Klo ngasih ukuran yg cocok bos, 12 tahun dikasih ukuran bayi",klo ngasih ukur cocok bos kasih ukur bayi,Kaos Anak Motif Adek dan Kakak untuk usia 1-12 Tahun Laki-laki dan perempuan,Varian: AK 07 - 10-12 Tahun (XXXL),Tidak ada gambar,AU000012.jpg,1,Negative,0.0
AZ000081,2025-03-08,Nunggu baju nya lama.. Pas dateng jaitannya gak rapih,nunggu baju nya pas dateng jaitannya gak rapih,RANIA ONE SET-Setelan celana dan atasan katun toyobo anak usia 0-10 tahun,Varian: Rania Khaky - XXL,Tidak ada gambar,AZ000081.jpg,1,Negative,0.0
AF000004,2025-03-08,"benar2 puas, pas sekali.. bahan enak",puas pas bahan enak,Aerostreet Chinos Panjang Elvano Hijau Army Celana Chino EAAAA,Varian: 36,Tidak ada gambar,AF000004.jpg,5,Positive,1.0
AE000316,2024-01-01,Ukurannya terlalu besar,ukur,Aerostreet Chinos Panjang Elvano Khaki Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AE000316.jpg,5,Positive,1.0
H000343,2025-02-15,bagian karetnya ga enak ih dipakenya,karet enak dipakenya,Cessie Blouse Wanita Airflow Atasan Crinkle Baju Big Size,Varian: Maroon - Size Normal,Tidak ada gambar,H000343.jpg,4,Positive,1.0
T000176,2024-01-01,"mantap,  bahan bagus",mantap bahan bagus,"jaket bomber premium,jaket pria",Varian: Putih - L,Tidak ada gambar,T000176.jpg,5,Positive,1.0
N000383,2025-03-08,Kualitas produk: Bagus,kualitas produk bagus,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Smoke - All Size,Tidak ada gambar,N000383.jpg,5,Positive,1.0
AK000057,2025-02-01,"Bolong bagian tangannya hiks,QC nya yaa jgn lngsung packing aj huehue",bolong tangan hiksqc nya yaa jgn lngsung packing huehue,(PART 1) Square Neck Short Sleeve Shirt Blouse #2900,Varian: Hitam - XL,Ada gambar,AK000057.jpg,2,Negative,0.0
K000119,2024-07-01,Tinggi badan 150 - 160 cm Berat badan 61 - 70 kg Ukurannya pas,badan berat badan ukur pas,KEMEJA WANITA POLOS LENGAN PANJANG RAYON LONG SHIRT ORGANIK HITAM,Varian: Kemeja Putih - XXL,Tidak ada gambar,K000119.jpg,5,Positive,1.0
S000419,2024-01-01,waduh di luar dugaan bahanya tebel bagus thank seller ufa,duga bahanya tebel bagus thank seller ufa,"Jaket Semi Parka, Kemeja Semi Parka, Canvas Trucker",Varian: Green Army - XL,Tidak ada gambar,S000419.jpg,5,Positive,1.0
B000046,2025-03-01,Saya itu mintak putih sama coksu knp di kirim coksu semua mutif sama lagi.. Nyesel dh blnja di sini gk amang,mintak putih coksu knp kirim coksu mutif nyesel blnja amang,Baju Anak Perempuan - (Ready Stock) Dress Anak Perempuan Aubu Karakter kartun LBB Terlaris / Fashion Dress Anak DTF Monster Lucu Terbaru,Varian: COKSU ENJOY TIME - S,Tidak ada gambar,B000046.jpg,1,Negative,0.0
U000002,2025-03-13,"Kaget bgt! dengan harga segitu yg dateng bahannya tipis bgt! yg bener aja, mau naik haji ini yg jual ga kira2 harganya dengan bahan sprt itu😭😭",kaget bgt harga segitu dateng bahan tipis bgt bener aja haji jual harga bahan sprt,House of Smith Harrington Jacket Hangor Black #6 - Jaket Harrington Pria Hitam,Varian: L - BLACK,Tidak ada gambar,U000002.jpg,1,Negative,0.0
N000101,2025-03-13,Alhamdulillah baju nya sudah datang,alhamdulillah baju nya,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Cream - All Size,Ada gambar,N000101.jpg,5,Positive,1.0
O000500,2025-02-22,"warna sesuai, pas juga di pake,",warna sesuai pas pake,Rok PANJANG Plisket BB WAVY / Rok BB Wavy / rok plisket bb wavy (036),Varian: Almond,Tidak ada gambar,O000500.jpg,5,Positive,1.0
R000051,2024-06-01,Ukurannya pas Ukurannya terlalu kecil Ukurannya terlalu besar Tinggi badan < 160 cm Tinggi badan 160 - 170 cm Tinggi badan 171 - 180 cm Tinggi badan > 180 cm Berat...,ukur pas ukur ukur badan badan badan badan berat,Jaket Bomber Ribsgold Series,Varian: BomberBlack - L,Tidak ada gambar,R000051.jpg,5,Positive,1.0
O000241,2025-03-08,Baguss sekali,baguss,Rok PANJANG Plisket BB WAVY / Rok BB Wavy / rok plisket bb wavy (036),Varian: Almond,Ada gambar,O000241.jpg,5,Positive,1.0
P000036,2025-03-15,Ya mungkin karna tingkat produksinya nambah gara2 ramadhan jadinya jadinya asal2an ..,karna tingkat produksi nambah gara ramadhan asal,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Putih BW - M,Ada gambar,P000036.jpg,2,Negative,0.0
F000039,2024-01-01,turkis nya warna agak gelap...pdhal udh order ketiga.perbaiki service nya.seblumnya ok bgt,turkis nya warna gelappdhal udh order ketigaperbaiki service nyaseblumnya bgt,Hoodie Jumper Jaket Sweater Polos Unisex,Varian: Turkis,Ada gambar,F000039.jpg,2,Negative,0.0
V000145,2025-02-01,Keren,keren,House of Smith Bomber Jacket Bomith Black #3 - Jaket Bomber Pria Hitam,Varian: M,Tidak ada gambar,V000145.jpg,5,Positive,1.0
AN000014,2025-03-08,"Woy apaan ini beli baju d kirimnya yang bolong😏manaa di cht toko gak di bales²,pasti di kiranya bohong,mana mungkin bohong ini bajunyaa sobek/bolong😭padahal lagi mudik...",woy beli baju kirim bolongmanaa cht toko gak balespasti bohongmana bohong bajunyaa sobekbolongpadahal mudik,ZEEROKS.ID Baju Wanita Croptop Wangki Polos Bahan Cotton Combad Kaos Cewek,Varian: Pink Terasi - M,Ada gambar,AN000014.jpg,1,Negative,0.0
AF000110,2024-07-01,"Ukurannya pas, nyaman, ekonomis, kualitas top",ukur pas nyaman ekonomis kualitas top,Aerostreet Chinos Panjang Elvano Hijau Army Celana Chino EAAAA,Varian: 36,Ada gambar,AF000110.jpg,5,Positive,1.0
AX000102,2024-04-01,"Ambil ukuran XXL yg Dateng ukuran L,,,kecewa GK bisa di pakek",ambil ukur xxl dateng ukur lkecewa pakek,"Paket 3 pcs kaos distro anak branded laki laki dan perempuan usia 3,5-12 tahun Combed 30s Bunda",Varian: 3pcs motif N - XXL,Ada gambar,AX000102.jpg,2,Negative,0.0
AN000017,2025-03-01,buruk sekali,buruk,ZEEROKS.ID Baju Wanita Croptop Wangki Polos Bahan Cotton Combad Kaos Cewek,Varian: Latte - M,Tidak ada gambar,AN000017.jpg,1,Negative,0.0
AU000019,2025-03-01,Di kira sepaket sama kaka y teryata cma kali 102 kemahalan tuk kaos anak bahan tipis,paket kaka teryata cma kali mahal tuk kaos anak bahan tipis,Kaos Anak Motif Adek dan Kakak untuk usia 1-12 Tahun Laki-laki dan perempuan,Varian: AK 02 - 10-12 Tahun (XXXL),Ada gambar,AU000019.jpg,1,Negative,0.0
AA000013,2024-04-01,"terakhir order di toko ini, sangat mengecewakan pelayanannya",order toko kecewa layan,Aerostreet Chinos Panjang Elvano Hitam Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AA000013.jpg,1,Negative,0.0
G000114,2024-11-01,"celana bagus, ukuran pas. cuma saku belakang dan samping masih kurang dalam. jd nyimpen dompet dan HP kudu ati2 karena ngepas banget.",celana bagus ukur pas saku samping nyimpen dompet kudu ati ngepas banget,Celana Bahan Pria Kerja Formal - Laksa Kirana Slim Fit Pants,Varian: Hitam - 35,Tidak ada gambar,G000114.jpg,5,Positive,1.0
AX000062,2024-08-01,"Barang nya sudah sampai kurir nya sopan tapi dasar baju nya tipis banget mungkin karena harga nya murah
Bentuk dan ukuran: Ukuran nya beda beda XXL sama 2xl",barang nya kurir nya sopan dasar baju nya tipis banget harga nya murah bentuk ukur ukur nya beda beda xxl,"Paket 3 pcs kaos distro anak branded laki laki dan perempuan usia 3,5-12 tahun Combed 30s Bunda",Varian: 3pcs motif C - XXL,Tidak ada gambar,AX000062.jpg,1,Negative,0.0
S000012,2024-01-01,"Barang bagus/keren sesuai dg deskripsi...TAPI seller memproses barang lama sehingga pesanan lama dikirimnya (bkn kesalahan pada kurir). Selain itu, penjual kurang respons...",barang baguskeren sesuai deskripsitapi seller proses barang pesan kirim bkn salah kurir jual respons,"Jaket Semi Parka, Kemeja Semi Parka, Canvas Trucker",Varian: Green Army - M,Tidak ada gambar,S000012.jpg,2,Negative,0.0
AB000159,2024-08-01,Terlalu sempit dan kecil. Curiga barang cacat produksi,sempit curiga barang cacat produksi,Aerostreet Chinos Panjang Elvano Krem Celana Chino EAAAA,Varian: 30,Tidak ada gambar,AB000159.jpg,1,Negative,0.0
A000455,2024-01-01,size XL malah kecil kayak S,size kayak,KAOS POLOS WANITA COTTON COMBED 30S BAJU KAOS POLOS CEWEK SIZE XS - XL,Varian: L,Tidak ada gambar,A000455.jpg,2,Negative,0.0
C000098,2025-03-13,Bagus,bagus,COZYCLUB Long Sleeve Linen Shirt | Kemeja Pria Kerah Lengan Panjang Baju Dark Grey Beige,Varian: Espresso - M,Tidak ada gambar,C000098.jpg,5,Positive,1.0
AE000311,2024-01-01,"barang hilang 
buang buang waktu plus kena pajak a s u",barang hilang buang buang plus kena pajak,Aerostreet Chinos Panjang Elvano Khaki Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AE000311.jpg,2,Negative,0.0
AJ000049,2025-01-01,Tidak sesuai.. kekecilan😡,sesuai kecil,"KEMEJA WANITA , KEMEJA RAYON ORI PREMIUM, KEMEJA WANITA KEKINIAN, KEMEJA WANITA MURAH Oversize",Varian: BW - L (LD 105cm),Tidak ada gambar,AJ000049.jpg,2,Negative,0.0
AC000333,2024-01-01,terimakasih ya kak dan semoga awet ya,terimakasih kak moga awet,Aerostreet Chinos Panjang Elvano Navy Celana Chino EAAAA,Varian: 34,Ada gambar,AC000333.jpg,5,Positive,1.0
AG000009,2025-03-11,"2 aja dulu, barang datang nya lama melebihi tanggal yang di tentukan",aja barang nya lebih tanggal tentu,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Hijau Lumut - L ( LD 100-120Cm ),Tidak ada gambar,AG000009.jpg,2,Negative,0.0
AC000269,2024-05-01,Ukurannya pas,ukur pas,Aerostreet Chinos Panjang Elvano Navy Celana Chino EAAAA,Varian: 30,Ada gambar,AC000269.jpg,5,Positive,1.0
AE000372,2024-01-01,Ukurannya pas Tinggi badan 160 - 170 cm Berat badan 60 - 70 kg,ukur pas badan berat badan,Aerostreet Chinos Panjang Elvano Khaki Celana Chino EAAAA,Varian: 32,Tidak ada gambar,AE000372.jpg,4,Positive,1.0
AS000094,2024-01-01,"Warnanya tidak sesuai sama digambar 😤 
Barang sudah di retur sampe di tempat seperti tapi tidak ada konfirmasi SMA sekali,  gak ada tanggungjawab nya ya",warna sesuai gambar barang retur sampe konfirmasi sma gak tanggungjawab nya,Kayla Tunik Jaring Rajut Outer Dress Rajut Wanita,Varian: BRONZE,Ada gambar,AS000094.jpg,1,Negative,0.0
AG000060,2025-02-01,Warna tidak sesuai...pesen warna merah yg Dateng warna item,warna sesuaipesen warna merah dateng warna item,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Merah - XXL ( 120-140Cm ),Tidak ada gambar,AG000060.jpg,1,Negative,0.0
AK000022,2025-02-22,Tpis😔,tpis,(PART 1) Square Neck Short Sleeve Shirt Blouse #2900,Varian: Navy - XXL,Tidak ada gambar,AK000022.jpg,2,Negative,0.0
N000072,2025-02-01,"Di pake gk nyaman
Biasa",pake nyaman,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Jotol/tosca - Jumbo XL,Tidak ada gambar,N000072.jpg,1,Negative,0.0
AO000066,2025-02-01,Gak amanah banget yang di pesen warana bergudy yang di kirim marun gpp biar yang bals allah ajh,gak amanah banget sen warana bergudy kirim marun gpp biar bals allah ajh,QOME - DRESS BAHAN CERUTI / DRESS NAOMI / DRESS KONDANGAN /DRESS PESTA / DRESS FORMAL Mewah,Varian: bergundy - L (LD 110),Tidak ada gambar,AO000066.jpg,1,Negative,0.0
B000013,2025-02-01,Kecewa Banget pesen 4 Datengnya 3,kecewa banget sen datengnya,Baju Anak Perempuan - (Ready Stock) Dress Anak Perempuan Aubu Karakter kartun LBB Terlaris / Fashion Dress Anak DTF Monster Lucu Terbaru,Varian: SALEM BFF FOREVER - L,Ada gambar,B000013.jpg,1,Negative,0.0
R000404,2024-01-01,"Jaketnya adem, enak, enteng juga, mantep lah pokoknya..",jaket adem enak enteng mantep pokok,Jaket Bomber Ribsgold Series,Varian: BomberBlack - XL,Ada gambar,R000404.jpg,5,Positive,1.0
P000040,2025-03-11,Kain nya tipis nerawang banget,kain nya tipis nerawang banget,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Navy - XL,Tidak ada gambar,P000040.jpg,2,Negative,0.0
U000051,2025-03-01,"Nyaman
Kualitas produk: Baik",nyaman kualitas produk,House of Smith Harrington Jacket Hangor Black #6 - Jaket Harrington Pria Hitam,Varian: 2XL - BLACK,Tidak ada gambar,U000051.jpg,5,Positive,1.0
AD000328,2024-01-01,Ukurannya pas Tinggi badan 171 - 180 cm,ukur pas badan,Aerostreet Chinos Panjang Elvano Abu Tua Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AD000328.jpg,5,Positive,1.0
Z000193,2025-01-01,mantap,mantap,Aerostreet T Shirt Reguler Polos Gelap Kaos T-Shirt Tshirt KAAAA,Varian: NAVY GELAP - XXL,Tidak ada gambar,Z000193.jpg,5,Positive,1.0
L000187,2024-04-01,"Model dan bahannya bagus. Sayang buat saya sendiri, pinggangnya cukup tp pahanya terlalu ngepres/ketat. Mungkin untuk orang lainpun sama kecuali untuk yang kurus. Saran s...",model bahan bagus sayang pinggang paha ngepresketat orang lain kecuali kurus saran,CELANA PANJANG JEANS PRIA STRETCH,Varian: Bio Blict - 36,Tidak ada gambar,L000187.jpg,5,Positive,1.0
AX000108,2024-04-01,Pesenya yang XL d kirim 2xl gmn sih,pese kirim gmn sih,"Paket 3 pcs kaos distro anak branded laki laki dan perempuan usia 3,5-12 tahun Combed 30s Bunda",Varian: 3pcs motif S - XL,Tidak ada gambar,AX000108.jpg,1,Negative,0.0
AD000118,2024-11-01,"chino aerostreet yg ke 4 dan 4 warna yg berbeda 😄. 
enak dipakenya n fitmennya jg pas",chino aerostreet warna beda enak dipakenya fitmennya pas,Aerostreet Chinos Panjang Elvano Abu Tua Celana Chino EAAAA,Varian: 28,Tidak ada gambar,AD000118.jpg,5,Positive,1.0
J000245,2024-01-01,mantap,mantap,Kaos Polos New States Apparel 5400 Heavy Cotton T-shirt,Varian: Maroon - M,Tidak ada gambar,J000245.jpg,5,Positive,1.0
AC000232,2024-06-01,"good quality, pertahankan",good quality tahan,Aerostreet Chinos Panjang Elvano Navy Celana Chino EAAAA,Varian: 32,Ada gambar,AC000232.jpg,4,Positive,1.0
L000203,2024-03-01,sangat oke!,oke,CELANA PANJANG JEANS PRIA STRETCH,Varian: black garment - 32,Ada gambar,L000203.jpg,5,Positive,1.0
